,dataset,label,count
99,ABIDE,rh.Yeo_Brainmap_10to14Comp_TopSpecializationComp,1
100,ABIDE,rh.Yeo_Brainmap_11Comp_PrActGivenComp,1
101,ABIDE,rh.Yeo_Brainmap_12Comp_PrActGivenComp,1
102,ABIDE,rh.Yeo_Brainmap_13Comp_PrActGivenComp,1
103,ABIDE,rh.Yeo_Brainmap_14Comp_PrActGivenComp,1
104,ABIDE,rh.aparc.a2005s,1
105,ABIDE,rh.aparc.a2009s,125
106,ABIDE,rh.aparc,126
107,ABIDE,rh.cortex,125
108,ABIDE,rh.entorhinal_exvivo,125
109,ABIDE,rh.entorhinal_exvivo.thresh,125
110,ABIDE,rh.oasis.chubs,1
111,ABIDE,rh.oasis.chubs.ifc,1
112,ABIDE,rh.oasis.chubs.ipc,1
113,ABIDE,rh.oasis.chubs.ips,1
114,ABIDE,rh.oasis.chubs.lateraltemporal,1
115,ABIDE,rh.oasis.chubs.medialpfc,1
116,ABIDE,rh.oasis.chubs.mtl,1
117,ABIDE,rh.oasis.chubs.retrosplenial,1
118,ABIDE,rh.oasis.chubs.tp,1
119,ABIDE,rh.perirhinal_exvivo,125
120,ABIDE,rh.perirhinal_exvivo.thresh,125
121,ABIDE,label_stats,121
122,ABIDE,BA_exvivo,124
123,ABIDE,rh.mfs,121
124,ABIDE,BA_exvivo.thresh,124
125,ABIDE,aparc.annot.DKTatlas,124
126,ABIDE,aparc.annot.a2009s,124
127,ABIDE,aparc.annot,124
128,ABIDE,lh.prcus3,120
129,ABIDE,lh.POS,121
130,ABIDE,lh.prculs,121
131,ABIDE,lh.prcus1,120
132,ABIDE,lh.prcus2,121
133,ABIDE,lh.sps,102
134,ABIDE,rh.BA_exvivo,124
135,ABIDE,lh.2,120
136,ABIDE,rh.BA_exvivo.thresh,124
137,ABIDE,rh.2,120
138,ABIDE,rh.CoS,121
139,ABIDE,rh.POS,121
140,ABIDE,rh.sbps,121
141,ABIDE,lh.BA_exvivo,124
142,ABIDE,lh.BA_exvivo.thresh,124
143,ABIDE,lh.CoS,121
144,ABIDE,rh.MCGS,121
145,ABIDE,rh.OTS,121
146,ABIDE,lh.OTS,121
147,ABIDE,rh.prcus3,120
148,ABIDE,rh.prcus2,121
149,ABIDE,lh.aparc.DKTatlas,124
150,ABIDE,rh.prcus1,120
151,ABIDE,rh.sps,100
152,ABIDE,rh.prculs,121
153,ABIDE,lh.mfs,121
154,ABIDE,rh.aparc.DKTatlas,124
155,ABIDE,rh.mfsa,1
156,ABIDE,rh.mfsb,1
157,ABIDE,rh.mfsc,1
158,ABIDE,manual_label,121
159,ABIDE,lh.MCGS,121
160,ABIDE,lh.sbps,121
161,ABIDE,rh.ALL_PCC_SULCI,26
162,ABIDE,lh.ALL_VTC_SULCI,100
163,ABIDE,rh.ALL_VTC_SULCI,100
164,ABIDE,lh.ALL_PMC_SULCI,100
165,ABIDE,rh.ALL_PMC_SULCI,100
166,ABIDE,lh.1,59
167,ABIDE,lh.3,57
168,ABIDE,lh.mfsa,4
169,ABIDE,rh.3,72
170,ABIDE,lh.mfsb,4
171,ABIDE,rh.1,56
172,ABIDE,rh.ifrms_figure,4
173,ABIDE,lh.mfsc,1
174,ABIDE,lh.OTs,1
175,ABIDE,rh.OTs,1
176,ABIDE,rh.CoSD,1
177,ABIDE,rh.MFS,1
178,ABIDE,rh.pcruls,1
179,ABIDE,lh.mffs,1
180,ABIDE,rh.y,6
181,ABIDE,error,11
182,ABIDE,rh.prcus3 ,1
183,ABIDE,mfs,1
184,ABIDE,manual,1
185,ABIDE,rh.x,5
186,ABIDE,lh.y,7
187,ABIDE,lh.x,4
188,ABIDE,.DS_Store,1
189,ABIDE,._,1
190,ABIDE,rh.isms,1
191,ABIDE,rh.xsbps,1
