,dataset,label,count
104,MSC,rh.aparc.a2005s,1
105,MSC,rh.aparc.a2009s,11
106,MSC,rh.aparc,12
107,MSC,rh.cortex,11
108,MSC,rh.entorhinal_exvivo,11
109,MSC,rh.entorhinal_exvivo.thresh,11
110,MSC,rh.oasis.chubs,1
111,MSC,rh.oasis.chubs.ifc,1
112,MSC,rh.oasis.chubs.ipc,1
113,MSC,rh.oasis.chubs.ips,1
114,MSC,rh.oasis.chubs.lateraltemporal,1
115,MSC,rh.oasis.chubs.medialpfc,1
116,MSC,rh.oasis.chubs.mtl,1
117,MSC,rh.oasis.chubs.retrosplenial,1
118,MSC,rh.oasis.chubs.tp,1
119,MSC,rh.perirhinal_exvivo,11
120,MSC,rh.perirhinal_exvivo.thresh,11
121,MSC,BA_exvivo,10
122,MSC,BA_exvivo.thresh,10
123,MSC,aparc.annot.DKTatlas,10
124,MSC,lh.aparc.DKTatlas,10
125,MSC,aparc.annot.a2009s,10
126,MSC,aparc.annot,10
127,MSC,rh.Par_Memory,10
128,MSC,lh.1,2
129,MSC,lh.2,10
130,MSC,lh.ATEST,1
131,MSC,lh.prculs,10
132,MSC,lh.prcus1,10
133,MSC,lh.prcus2,10
134,MSC,lh.prcus3,10
135,MSC,rh.BA_exvivo,10
136,MSC,lh.sbps,10
137,MSC,rh.BA_exvivo.thresh,10
138,MSC,lh.sps,9
139,MSC,rh.sps,8
140,MSC,rh.Cing_Operc,10
141,MSC,lh.BA_exvivo,10
142,MSC,rh.1,3
143,MSC,lh.BA_exvivo.thresh,10
144,MSC,rh.Cing_Operc_PMC,10
145,MSC,lh.Cing_Operc,10
146,MSC,rh.2,10
147,MSC,lh.Cing_Operc_PMC,10
148,MSC,rh.Context,10
149,MSC,lh.Context,10
150,MSC,rh.Context_PMC,10
151,MSC,lh.Context_PMC,10
152,MSC,rh.Default,10
153,MSC,lh.Default,10
154,MSC,rh.Default_PMC,10
155,MSC,lh.Default2,1
156,MSC,rh.Fronto_Par,10
157,MSC,lh.Default_PMC,10
158,MSC,rh.Fronto_Par_PMC,10
159,MSC,lh.Fronto_Par,10
160,MSC,lh.Fronto_Par_PMC,10
161,MSC,rh.Fronto_Parc_PMC,1
162,MSC,lh.MCGS,10
163,MSC,rh.MCGS,10
164,MSC,lh.POS,10
165,MSC,lh.Par_Memory,10
166,MSC,lh.Par_Memory_PMC,10
167,MSC,lh.Salience_PMC,10
168,MSC,rh.POS,10
169,MSC,lh.painfs_d,8
170,MSC,lh.ifrms_figure,10
171,MSC,rh.Par_Memory_PMC,10
172,MSC,rh.Salience_PMC,10
173,MSC,rh.aparc.DKTatlas,10
174,MSC,rh.ifrms_figure,10
175,MSC,rh.prculs,10
176,MSC,rh.prcus1,10
177,MSC,rh.prcus2,10
178,MSC,rh.prcus3,10
179,MSC,rh.sbps,10
180,MSC,lh.painfs_c,1
181,MSC,lh.painfs_v,8
182,MSC,rh.painfs_v,8
183,MSC,rh.painfs_d,8
184,MSC,lh.Salience,10
185,MSC,rh.Salience,10
186,MSC,rh.3,7
187,MSC,lh.3,3
